id	name	reactome_class
5659755_RLE	Defective SLC6A18 does not transport Gly from extracellular region to cytosol	FailedReaction
5619079	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria	Pathway
5659729	Defective SLC6A18 may confer susceptibility to iminoglycinuria and/or hyperglycinuria	Pathway
5619044	Defective SLC6A19 causes Hartnup disorder (HND)	Pathway
5659735	Defective SLC6A19 causes Hartnup disorder (HND)	Pathway
5659734_RLE	Defective SLC6A19 does not cotransport neutral amino acids, Na+ from extracellular region to cytosol	FailedReaction
5619109	Defective SLC6A2 causes orthostatic intolerance (OI)	Pathway
5659764_RLE	Defective SLC6A2 does not cotransport NAd, Na+ from extracellular region to cytosol	FailedReaction
5619081	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)	Pathway
5660724	Defective SLC6A3 causes Parkinsonism-dystonia infantile (PKDYS)	Pathway
5660706_RLE	Defective SLC6A3 does not cotransport DA, Na+ from extracellular region to cytosol	FailedReaction
5619089	Defective SLC6A5 causes hyperekplexia 3 (HKPX3)	Pathway
5660840_RLE	Defective SLC6A5 does not cotransport Gly, Cl-, Na+ from extracellular region to cytosol	FailedReaction
5660862	Defective SLC7A7 causes lysinuric protein intolerance (LPI)	Pathway
5660910_RLE	Defective SLC7A7 does not exchange L-Arg for L-Leu, Na+ across the plasma membrane	FailedReaction
5660890_RLE	Defective SLC7A9 (in SLC7A9:SLC3A1) does not exchange L-Arg, CySS-, L-Lys for L-Leu	FailedReaction
5660883	Defective SLC7A9 causes cystinuria (CSNU)	Pathway
5619092	Defective SLC9A6 causes  X-linked, syndromic mental retardation,, Christianson type (MRXSCH)	Pathway
5661039_RLE	Defective SLC9A6 does not exchange Na+ for H+ across the early endosome membrane	FailedReaction
5619052	Defective SLC9A9 causes autism 16 (AUTS16)	Pathway
5661086_RLE	Defective SLC9A9 does not exchange Na+ for H+ across the late endosome membrane	FailedReaction
5619110	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)	Pathway
5661182	Defective SLCO1B1 causes hyperbilirubinemia, Rotor type (HBLRR)	Pathway
5661184_RLE	Defective SLCO1B1 does not transport ALB:(GCCA,TCCA) from extracellular region to cytosol	FailedReaction
5661195_RLE	Defective SLCO1B1 does not transport T3,T4 from extracellular region to cytosol	FailedReaction
5619058	Defective SLCO1B3 causes hyperbilirubinemia, Rotor type (HBLRR)	Pathway
5661198_RLE	Defective SLCO1B3 does not transport ALB:(GCCA, TCCA) from extracellular region to cytosol	FailedReaction
5619095	Defective SLCO2A1 causes primary, autosomal recessive hypertrophic osteoarthropathy 2 (PHOAR2)	Pathway
5661188_RLE	Defective SLCO2A1 does not transport PGT substrates from extracellular region to cytosol	FailedReaction
4755579	Defective SRD5A3 causes SRD5A3-CDG (CDG-1q) and KHRZ	Pathway
4755572_RLE	Defective SRD5A3 does not reduce pPNOL to DCHOL	FailedReaction
3656243	Defective ST3GAL3 causes MCT12 and EIEE15	Pathway
3656258_RLE	Defective ST3GAL3 does not transfer SA to keratan	FailedReaction
2453818_RLE	Defective STRA6 does not transport atROL	FailedReaction
5659998_RLE	Defective TALDO1 does not transform Fru(6)P, E4P to SH7P, GA3P	FailedReaction
5659989_RLE	Defective TALDO1 does not transform SH7P, GA3P to Fru(6)P, E4P	FailedReaction
5579032	Defective TBXAS1 causes Ghosal hematodiaphyseal dysplasia (GHDD)	Pathway
5603275_RLE	Defective TBXAS1 does not isomerise PGH2 to TXA2	FailedReaction
3299657_RLE	Defective TCII does not bind Cbl in the circulation	FailedReaction
3359454	Defective TCN2 causes hereditary megaloblastic anemia	Pathway
5602549_RLE	Defective TLR3 does not bind viral dsRNA	FailedReaction
5578995	Defective TPMT causes Thiopurine S-methyltransferase deficiency (TPMT deficiency)	Pathway
5602624_RLE	Defective TRAF3 does not transmit the signal	FailedReaction
5619107	Defective TRP may confer susceptibility towards thyroid papillary carcinoma (TPC)	Pathway
5579002	Defective UGT1A1 causes hyperbilirubinemia	Pathway
5604975_RLE	Defective UGT1A1 does not transfer GlcA from UDP-GlcA to BIL or BMG	FailedReaction
5579016	Defective UGT1A4 causes hyperbilirubinemia	Pathway
5604954_RLE	Defective UGT1A4 does not transfer GlcA from UDP-GlcA to BIL or BMG	FailedReaction
5607838_RLE	Defective UNC93B1 does not bind TLR3	FailedReaction
3323169	Defects in biotin (Btn) metabolism	Pathway
3296469	Defects in cobalamin (B12) metabolism	Pathway
3296482	Defects in vitamin and cofactor metabolism	Pathway
1461973	Defensins	Pathway
174255_RLE	Degradation multiubiquitinated Cyclin A	BlackBoxEvent
4641257	Degradation of AXIN	Pathway
195253	Degradation of beta-catenin by the destruction complex	Pathway
167601_RLE	Degradation of CD4	BlackBoxEvent
182171_RLE	Degradation of CD8	BlackBoxEvent
1614558	Degradation of cysteine and homocysteine	Pathway
4641258	Degradation of DVL	Pathway
916853	Degradation of GABA	Pathway
5610780	Degradation of GLI1 by the proteasome	Pathway
5610783	Degradation of GLI2 by the proteasome	Pathway
182263_RLE	Degradation of MHC I Complex	BlackBoxEvent
174058_RLE	Degradation of multiubiquitinated Cdh1	BlackBoxEvent
174105_RLE	Degradation of multiubiquitinated cell cycle proteins	BlackBoxEvent
174157_RLE	Degradation of multiubiquitinated Cyclin B	BlackBoxEvent
179421_RLE	Degradation of multiubiquitinated Nek2A	BlackBoxEvent
174202_RLE	Degradation of multiubiquitinated Securin	BlackBoxEvent
174731_RLE	Degradation of newly synthesized ApoB-48	BlackBoxEvent
2176503_RLE	Degradation of SMAD2/3:SMAD4 complex	BlackBoxEvent
2169046_RLE	Degradation of TGF-beta receptor complex	BlackBoxEvent
1474228	Degradation of the extracellular matrix	Pathway
2186780_RLE	Degradation of Ub-SMAD7	BlackBoxEvent
2130282_RLE	Degradation of ubiquitinated beta catenin by the proteasome	BlackBoxEvent
180573_RLE	Degradation of ubiquitinated CD4	BlackBoxEvent
187574_RLE	Degradation of ubiquitinated p27/p21 by the 26S proteasome	BlackBoxEvent
2186767_RLE	Degradation of ubiquitinated SKI/SKIL	BlackBoxEvent
2176452_RLE	Degradation of ubiquitinated SMAD2	BlackBoxEvent
2187382_RLE	Degradation of ubiquitinated SMAD3	BlackBoxEvent
76434_RLE	Dehalogenation of carbon tetrachloride to form a free radical	Reaction
76475_RLE	Dehalogenation of the poly-halogenated hydrocarbon Halothane to form the acylhalide Trifluoroacetlychloride and  hydrogen bromide	Reaction
1237140_RLE	Dehydration of methylthio-ribulose-P	Reaction
176631_RLE	dehydroepiandrosterone (DHEA) + PAPS => DHEA sulfate + PAP	Reaction
2066780_RLE	Dehydrogenation of 3-hydroxy tetracosahexaenoyl-CoA	Reaction
109341_RLE	dehydrogenation of 4-cis-decenoyl-CoA to form 2-trans-4-cis-decadienoyl-CoA	Reaction
5467343	Deletions in the AMER1 gene destabilize the destruction complex	Pathway
5467345	Deletions in the AXIN genes in hepatocellular carcinoma result in elevated WNT signaling	Pathway
5251562_RLE	Deletions in the AXIN1 gene prevent expression of AXIN1 protein	FailedReaction
5251559_RLE	Deletions of the AMER1 gene prevent expression of AMER1 protein	FailedReaction
2161588_RLE	Delta12-PGJ2 is dehydrated to 15d-PGJ2	Reaction
5625849_RLE	Demethylase KDM1A binds KLK2 and KLK3 promoters	Reaction
5625796_RLE	Demethylase KDM4C binds KLK2 and KLK3 promoters	Reaction
3223200_RLE	Demethylation of H3K27Me3 by KDM6B stimulates p16-INK4A transcription, while binding of PRC1.4 complex to H3K27Me3 represses p16-INK4A transcription	BlackBoxEvent
2162186_RLE	DeMQ10H2 is methylated to Q10H2 by COQ3	Reaction
4086200_RLE	Dentin matrix protein 1 binds integrin alphaVbeta3	Reaction
4086132_RLE	Dentin phosphoprotein binds integrin alphaVbeta1	Reaction
109671_RLE	deoxyadenosine or deoxyguanosine + ATP => dAMP or dGMP + ADP [DCK]	Reaction
109759_RLE	deoxycytidine, thymidine, or deoxyuridine + ATP => dCMP, TMP, or dUMP + ADP [TK2]	Reaction
202132_RLE	depalmitoylated eNOS translocates from plasma membrane	Reaction
203613_RLE	depalmitoylation of eNOS	Reaction
2187395_RLE	Dephosphorylated SMAD2/3 translocates to the cytosol	Reaction
390329_RLE	Dephosphorylation of AKT by PP2A	Reaction
389758_RLE	Dephosphorylation of CD3-zeta by PD-1 bound phosphatases	Reaction
2529015_RLE	Dephosphorylation of CK2-modified condensin I	Reaction
170162_RLE	Dephosphorylation of cyclin B2:phospho-Cdc2 (Thr 14) by Cdc25	Reaction
69199_RLE	Dephosphorylation of Cyclin E:Cdk2 complexes by Cdc25A	Reaction
170161_RLE	Dephosphorylation of cytoplasmic Cyclin B1:phospho-Cdc2 (Thr 14, Tyr 15) complexes by Cdc25 phosphatases	Reaction
177924_RLE	Dephosphorylation of Gab1 by SHP2	Reaction
377643_RLE	Dephosphorylation of inactive SRC by PTPB1	Reaction
997314_RLE	Dephosphorylation of JAK1 by SHP1	Reaction
877308_RLE	Dephosphorylation of JAKs by PTPs	Reaction
202214_RLE	Dephosphorylation of Lck-pY505 by CD45	Reaction
391868_RLE	Dephosphorylation of NCAM1 bound pFyn	Reaction
170158_RLE	Dephosphorylation of nuclear Cyclin A:phospho-Cdc2 complexes	Reaction
170153_RLE	Dephosphorylation of nuclear Cyclin B1:phospho-Cdc2 (Thr 14, Tyr15) complexes by Cdc25 phosphatases	Reaction
997326_RLE	Dephosphorylation of p-STAT1 dimer by nuclear isoform of TCPTP	Reaction
74747_RLE	Dephosphorylation of p-Y-IRS1,p-Y-IRS2	Reaction
1363274_RLE	Dephosphorylation of p107 (RBL1) by PP2A	Reaction
1363276_RLE	Dephosphorylation of p130 (RBL2) by PP2A	Reaction
177926_RLE	Dephosphorylation of PAG by SHP2	Reaction
163689_RLE	Dephosphorylation of pChREBP (Ser 196) by PP2A	Reaction
164056_RLE	Dephosphorylation of pChREBP (Ser 568) by PP2A	Reaction
163688_RLE	Dephosphorylation of pChREBP (Thr 666) by PP2A	Reaction
174124_RLE	Dephosphorylation of phospho-Cdh1	Reaction
163750_RLE	Dephosphorylation of phosphoPFKFB1 by PP2A complex	Reaction
445089_RLE	Dephosphorylation of pL1 (Y1176)	Reaction
997309_RLE	Dephosphorylation of STAT1 by SHP2	Reaction
997311_RLE	Dephosphorylation of TYK2 by PTP1B	Reaction
112308	Depolarization of the Presynaptic Terminal Triggers the Opening of Calcium Channels	Pathway
4419969	Depolymerisation of the Nuclear Lamina	Pathway
5229194_RLE	Depolymerization of lamin filaments after PKC-mediated phosphorylation	Depolymerisation
606279	Deposition of new CENPA-containing nucleosomes at the centromere	Pathway
73927	Depurination	Pathway
73928	Depyrimidination	Pathway
6787321_RLE	DERA cleaves dR5P to GA3P and CH3CHO	Reaction
2022923	Dermatan sulfate biosynthesis	Pathway
2022061_RLE	Dermatan sulfate can be further sulfated on position 2 of iduronate	Reaction
2022052_RLE	Dermatan-sulfate epimerase (DSE) converts chondroitin sulfate (CS) to dermatan sulfate (DS)	Reaction
2046084_RLE	Desaturation of alpha-linoleoyl-CoA to Stearidonoyl-CoA	Reaction
2046092_RLE	Desaturation of dihomo-gamma-lenolenoyl-CoA to arachidonoyl-CoA	Reaction
2046089_RLE	Desaturation of eicosatetraenoyl-CoA to eicosapentaenoyl-CoA	Reaction
2046096_RLE	Desaturation of Linoleoyl-CoA to gamma-linolenoyl-CoA	Reaction
2046099_RLE	Desaturation of tetracosapentaenoyl-CoA to tetracosahexaenoyl-CoA	Reaction
2046097_RLE	Desaturation of tetracosatetraenoyl-CoA to tetracosapentaenoyl-CoA	Reaction
2197690_RLE	Detachment of WASP/WAVE	Reaction
113504_RLE	Detection of damage during initiation of DNA synthesis in S-phase	Reaction
3299685	Detoxification of Reactive Oxygen Species	Pathway
1358795_RLE	Deubiquitination of RNF41 by P-USP8	Reaction
1266738	Developmental Biology	Pathway
3134963	DEx/H-box helicases activate type I IFN and inflammatory cytokines production 	Pathway
193073_RLE	DHA isomerizes to 4-Androstene3,17-dione	Reaction
1483002_RLE	DHAP is converted to 1-acyl GO3P by GNPAT	Reaction
75889_RLE	DHAP is converted to G3P by GPD1/GPD1L	Reaction
2162187_RLE	DHB is hydroxylated to DHDB by COQ6	Reaction
193424_RLE	DHCA is conjugated with Coenzyme A (SLC27A2 VLCS)	Reaction
193407_RLE	DHCA is conjugated with Coenzyme A (SLC27A5 BACS)	Reaction
193519_RLE	DHCA is translocated from the mitochondrial matrix to the cytosol	Reaction
6807064_RLE	DHCR24 reduces ZYMOL to ZYMSTNL	Reaction
6807055_RLE	DHCR7 reduces 7-dehydroCHOL to CHOL	Reaction
2162193_RLE	DHDB is methylated to MHDB by COQ3	Reaction
4419978_RLE	DHDDS:NUS1 elongates E,E-FPP with (n)IPPP to form pPPP	Reaction
197972_RLE	DHF is reduced to tetrahydrofolate (THF)	Reaction
5663050_RLE	DHI and DHICA polymerise forming eumelanin	BlackBoxEvent
1474184_RLE	DHNTP is dephosphorylated by PTPS to PTHP	Reaction
3134962_RLE	DHX36 binds DNA	Reaction
3134953_RLE	DHX36 or DHX9 binds MyD88	Reaction
3134954_RLE	DHX9 binds DNA	Reaction
163402_RLE	diacylglycerol + H2O -> 2-acylglycerol + fatty acid	Reaction
400015_RLE	Diacylgycerol activates Protein kinase C, alpha type	Reaction
5665989_RLE	DIAPH1 binds RHOA:GTP	Reaction
426464_RLE	Dicer cleaves double-stranded RNA to yield double-stranded siRNA	Reaction
203862_RLE	Dicer cleaves pre-miRNA to yield duplex miRNA	Reaction
200459_RLE	Diffusion of inactive Arf1-GDP from membrane	BlackBoxEvent
189053_RLE	Digestion of 1-6 linkages of limit dextrins to yield maltose, maltotriose, longer maltosides, and glucose	Reaction
191114_RLE	Digestion of branched starch (amylopectin) by extracellular amylase	Reaction
192417_RLE	Digestion of cholesterol esters by extracellular CEL (bile salt-dependent lipase)	Reaction
192434_RLE	Digestion of diacylglycerols by extracellular PTL:colipase	Reaction
189085	Digestion of dietary carbohydrate	Pathway
192456	Digestion of dietary lipid	Pathway
188979_RLE	Digestion of linear starch (amylose) by extracellular amylase	Reaction
192425_RLE	Digestion of monoacylglycerols by extracellular CEL (bile salt-dependent lipase)	Reaction
192430_RLE	Digestion of triacylglycerols by extracellular CEL (bile salt-dependent lipase)	Reaction
192475_RLE	Digestion of triacylglycerols by extracellular pancreatic lipase-related protein 2	Reaction
192422_RLE	Digestion of triacylglycerols by extracellular PTL:colipase	Reaction
428259_RLE	dihydroceramide + NAD(P)H + H+ + O2 => ceramide + NAD(P)+ + H2O	Reaction
428260_RLE	dihydroceramide + NADPH + H+ + O2 => phytoceramide + NADP+ + H2O	Reaction
71495_RLE	dihydroxyacetone phosphate + D-glyceraldehyde 3-phosphate <=> D-fructose 1,6-bisphosphate	Reaction
70454_RLE	dihydroxyacetone phosphate <=> D-glyceraldehyde 3-phosphate	Reaction
209960_RLE	Diiodinated tyrosine can be deiodinated	Reaction
170861_RLE	Dimeric TGF-beta-1 binds to the receptor	Reaction
3642203_RLE	Dimeric TGFB1 does not bind TGFBR2 MSI frameshift mutants	BlackBoxEvent
111916_RLE	Dimerisation of CREB	Reaction
2130151_RLE	Dimerization of DAP12	Reaction
1839031_RLE	Dimerization of FGFR1 fusion proteins	Reaction
2023456_RLE	Dimerization of FGFR1 point mutants with enhanced kinase activity	Reaction
2029983_RLE	Dimerization of FGFR2 ligand-independent mutants	Reaction
2033479_RLE	Dimerization of FGFR2 point mutants with enhanced kinase activity	Reaction
2033476_RLE	Dimerization of FGFR3 point mutants with enhanced kinase activity	Reaction
2038386_RLE	Dimerization of FGFR3 t(4;14) translocation mutants	Reaction
2038946_RLE	Dimerization of FGFR4 mutants with enhanced kinase activity	Reaction
205231_RLE	Dimerization of KIT upon SCF binding	Reaction
419645_RLE	Dimerization of LIMK1 by Hsp90	Reaction
2029988_RLE	Dimerization of overexpressed FGFR2	Reaction
933533_RLE	Dimerization of p-IRF7	Reaction
381087_RLE	Dimerization of PERK	Reaction
1028821_RLE	Dimerization of Phospho IRF3 or phospho IRF7	Reaction
168933_RLE	Dimerization of phosphorylated IRF3/IRF7	Reaction
69416	Dimerization of procaspase-8	Pathway
1614460_RLE	Dimerization of procollagen type VI	Reaction
1433395_RLE	Dimerization of sSCF	Reaction
1470010_RLE	Dimerization of STATs	Reaction
210881_RLE	Dimerization of Tie2/Ang1 complex	Reaction
2032396_RLE	Dimerized phospho-IRF3 migrates to the nucleus	Reaction
177671_RLE	Dimerized phospho-IRF3/IRF7 is transported to the nucleus	Reaction
933523_RLE	Dimerzation of procaspase-8/10	Reaction
205262_RLE	Direct recruitment of PI3K to p-KIT	Reaction
983422_RLE	Disassembly of COPII coated vesicle	Reaction
349638_RLE	Disassembly of SR-BI-bound spherical HDL	Reaction
4641262	Disassembly of the destruction complex and recruitment of AXIN to the membrane	Pathway
180736_RLE	Disassembly of the Rev-importin beta-B23:Ran-GTP complex	Reaction
2160931_RLE	Disassembly of tight junctions	BlackBoxEvent
173111_RLE	Disassembly of viral capsid	Reaction
1470012_RLE	Disassociation and translocation of STATs to the nucleus	Reaction
2213246_RLE	Disassociation of CLIP from MHC II	Reaction
213406_RLE	Disassociation of PLC-gamma1 from LAT	Reaction
213407_RLE	Disassociation of PLC-gamma1 from SLP-76	Reaction
176702_RLE	Disassociation of Processive Complex and Completed Telomere End	Reaction
163120_RLE	Disassociation of Telomerase RNP and the Chromosome End	Reaction
266089_RLE	Discoidal HDL binds membrane-associated free cholesterol	Reaction
1643685	Disease	Pathway
3560782	Diseases associated with glycosaminoglycan metabolism	Pathway
5609975	Diseases associated with glycosylation precursor biosynthesis	Pathway
3781860	Diseases associated with N-glycosylation of proteins	Pathway
5687613	Diseases associated with surfactant metabolism	Pathway
5602358	Diseases associated with the TLR signaling cascade	Pathway
2474795	Diseases associated with visual transduction	Pathway
5663084	Diseases of carbohydrate metabolism	Pathway
3781865	Diseases of glycosylation	Pathway
5260271	Diseases of Immune System	Pathway
5668914	Diseases of metabolism	Pathway
5663202	Diseases of signal transduction	Pathway
114516	Disinhibition of SNARE formation	Pathway
173642_RLE	Disintegration of matrix layer	Depolymerisation
5619115	Disorders of transmembrane transporters	Pathway
977629_RLE	Displacement of C2a/Bb by CR1	Reaction
110357	Displacement of DNA glycosylase by APEX1	Pathway
110353_RLE	Displacement of MBD4 glycosylase by APEX1 at the AP site	Reaction
110356_RLE	Displacement of MPG glycosylase by APEX1 at the AP site	Reaction
110355_RLE	Displacement of MUTYH glycosylase by APEX1 at the AP site	Reaction
110352_RLE	Displacement of NTHL1 glycosylase by APEX1 at the AP site	Reaction
110354_RLE	Displacement of OGG1 glycosylase by APEX1 at the AP site	Reaction
110351_RLE	Displacement of SMUG1 glycosylase by APEX1 at the AP site	Reaction
110350_RLE	Displacement of TDG glycosylase by APEX1 at the AP site	Reaction
110349_RLE	Displacement of UNG glycosylase by APEX1 at the AP site	Reaction
77085_RLE	Dissociation of  transcript with 5'-GMP from GT	Reaction
195280_RLE	Dissociation of beta-catenin from Axin and association of beta catenin with phospho-(20 aa) APC in the detruction complex	Reaction
4332358_RLE	Dissociation of CaM and CAMK2 autophosphorylation	Reaction
114419_RLE	Dissociation of Caspase-3 from SMAC:XIAP:Caspase-3	Reaction
114392_RLE	Dissociation of Caspase-7 from SMAC:XIAP:Caspase-7	Reaction
114440_RLE	Dissociation of Caspase-9 from SMAC:XIAP:Caspase-9	Reaction
174224_RLE	Dissociation of Cdc20 from APC/C complex	Reaction
3371586_RLE	Dissociation of cytosolic HSF1:HSP90 complex	Reaction
5324632_RLE	Dissociation of cytosolic HSF1:HSP90:HDAC6:PTGES3 upon sensing protein aggregates	Reaction
975100_RLE	Dissociation of hp-IRAK1/or IRAK2:TRAF6-oligomer from the p-IRAK4 :oligo-Myd88:activated TLR7/8 or 9 complex	Reaction
166362_RLE	Dissociation of hp-IRAK1:TRAF6 from the activated TLR:oligo-Myd88:Mal:p-IRAK4 complex	Reaction
975879_RLE	Dissociation of hp-IRAK1:TRAF6 or IRAK2:TRAF6-oligomer from the activated TLR5 or 10:oligo-Myd88:p-IRAK4 complex	Reaction
5082409_RLE	Dissociation of HSF1:HSP90 complex in the nucleus	Reaction
74726_RLE	Dissociation of insulin from insulin receptor	Reaction
74712_RLE	Dissociation of IRS-P from insulin receptor	Reaction
156826_RLE	Dissociation of L13a from the 60s ribosomal subunit	Reaction
110380_RLE	Dissociation of LIG3:XRCC1 complex from the BER site	Reaction
2262775_RLE	Dissociation of p-IRAK2:TRAF6 from the activated TLR:oligo-Myd88:Mal:p-IRAK4 complex	Reaction
109864_RLE	Dissociation of p-T,Y-MAPK1:p-S,T-MAP2K2	Reaction
109863_RLE	Dissociation of p-T,Y-MAPK3:MAP2K1	Reaction
74743_RLE	Dissociation of p-Y427-SHC1 from insulin receptor	Reaction
381086_RLE	Dissociation of PERK:BiP Heterodimer	Reaction
174139_RLE	Dissociation of phospho-Cdh1 from the APC/C complex	Reaction
380303_RLE	Dissociation of Phospho-Nlp from the centrosome	Reaction
111289_RLE	Dissociation of phosphoribosyl pyrophosphate amidotransferase tetramer	Reaction
165708_RLE	Dissociation of phosphorylated 4EBP1 from eIF4E	Reaction
5637800_RLE	Dissociation of phosphorylated PLC-gamma 1 from p-EGFRvIII mutant	Reaction
1247842_RLE	Dissociation of phosphorylated PLCG1 from ligand-responsive p-6Y-EGFR mutants	Reaction
74992_RLE	Dissociation of PTRF:Polymerase I/Nascent Pre rRNA Complex:TTF-I:Sal Box	Reaction
5672980_RLE	Dissociation of RAS:RAF complex	Reaction
195146_RLE	Dissociation of Rho GTP:GDP from GDI complex	Reaction
264435_RLE	Dissociation of the COP1-p53 complex	Reaction
170674_RLE	Dissociation of the Gi alpha:G olf complex	Reaction
392202_RLE	Dissociation of the P2Y purinoceptor 12:Gi complex	Reaction
418576_RLE	Dissociation of the P2Y purinoceptor 1:Gq complex	Reaction
397891_RLE	Dissociation of the PAR:G12/13 complex	Reaction
397835_RLE	Dissociation of the PAR:Gq complex	Reaction
392874_RLE	Dissociation of the Prostacyclin receptor:Gs complex	Reaction
428918_RLE	Dissociation of the TP:G13 complex	Reaction
428752_RLE	Dissociation of the TP:Gq complex	Reaction
75205	Dissolution of Fibrin Clot	Pathway
209925_RLE	DIT and MIT combine to form triiodothyronine	Reaction
3769401_RLE	DKK and KRM bind LRP5/6	Reaction
5368586_RLE	DKK promotes clathrin-dependent internalization of LRP6	BlackBoxEvent
1222690_RLE	DlaT reactivates AhpD	Reaction
1482867_RLE	DLCL is acylated to MLCL by LCLAT1 (ER)	Reaction
1482860_RLE	DLCL transports from the IM to the ER	Reaction
5694018_RLE	DLD dimer:2xFAD oxidises GCSH:DHLL to GCSH:lipoate	Reaction
1980048_RLE	DLL1 binds NOTCH2	Reaction
1980051_RLE	DLL4 binds NOTCH2	Reaction
5687284_RLE	DMBT1 binds SFTPD 12mer, SFTPAs	Reaction
2162191_RLE	DMPhOH is hydroxylated to MDMQ10H2 by DMPhOH monooxygenase	BlackBoxEvent
5578777_RLE	DMPK phosphorylates PLN	Reaction
2162194_RLE	DMQ10H2  is hydroxylated to DeMQ10H2 by COQ7	Reaction
73893	DNA Damage Bypass	Pathway
5696394	DNA Damage Recognition in GG-NER	Pathway
73942	DNA Damage Reversal	Pathway
2559586	DNA Damage/Telomere Stress Induced Senescence	Pathway
5693606	DNA Double Strand Break Response	Pathway
5693532	DNA Double-Strand Break Repair	Pathway
5358592_RLE	DNA ligase I ligates single stranded nick in double stranded DNA	Reaction
5334118	DNA methylation	Pathway
6785732_RLE	DNA nucleases bind monoubiquitinated ID2 complex	Reaction
6785986_RLE	DNA nucleases unhook the interstrand crosslink (ICL)	BlackBoxEvent
68914_RLE	DNA polymerase alpha:primase binds at the origin	Reaction
5358579_RLE	DNA polymerase delta polymerizes DNA across single stranded gap	Reaction
68960_RLE	DNA polymerase epsilon binds at the origin	Reaction
5690213_RLE	DNA polymerases delta, epsilon or kappa bind the GG-NER site	Reaction
6782211_RLE	DNA polymerases delta, epsilon or kappa bind the TC-NER site	Reaction
73894	DNA Repair	Pathway
69306	DNA Replication	Pathway
68916_RLE	DNA Replication Factor A (RPA) associates with the pre-replicative complex at the origin	Reaction
68952	DNA replication initiation	Pathway
69002	DNA Replication Pre-Initiation	Pathway
69190	DNA strand elongation	Pathway
3134821_RLE	DNA-PK binds microbial dsDNA	Reaction
5693575_RLE	DNA-PKcs autophosphorylates	Reaction
5334151_RLE	DNMT1 methylates cytosine in hemimethylated DNA	Reaction
212269_RLE	DNMT1,3A,3B:PRC2 methylates cytosine and histone H3	BlackBoxEvent
5212679_RLE	DNMT3A binds Me2sR4-HIST1H4	Reaction
5334179_RLE	DNMT3A:DNMT3L binds chromatin	Reaction
5334152_RLE	DNMT3A:DNMT3L methylates cytosine in DNA	Reaction
5334164_RLE	DNMT3B:DNMT3L binds chromatin	Reaction
5334097_RLE	DNMT3B:DNMT3L methylates cytosine in DNA	Reaction
5218811_RLE	DOCK180:ELMO binds CRK	Reaction
5218839_RLE	DOCK180:ELMO exchanges GTP for GDP, activating RAC1	Reaction
168337_RLE	Docking and transport of the RNP:Karyopherin complex through the nuclear pore	Reaction
191737_RLE	Docking of connexons into junctional, double-membrane spanning channels	Reaction
111439_RLE	Docking of Mature Histone mRNA complex:TAP at the NPC	Reaction
77587_RLE	Docking of Mature Replication Dependent Histone mRNA with the NPC	Reaction
77594_RLE	Docking of the Mature intronless derived transcript derived mRNA, TAP and Aly/Ref at the NPC	Reaction
75096_RLE	Docking of the TAP:EJC Complex with the NPC	Reaction
1011598_RLE	DOCKs bind to RhoGEFs	Reaction
162721_RLE	dolichyl phosphate + GDP-alpha-D-mannose -> dolichyl phosphate D-mannose	Reaction
446195_RLE	DOLK phosphorylates DCHOL to DOLP	Reaction
446200_RLE	DOLPP1 dephosphorylates DOLDP to DOLP	Reaction
209924_RLE	Dopa is decarboxylated to dopamine	Reaction
5662692_RLE	Dopa is oxidized to dopaquinone by TYR	Reaction
5662660_RLE	Dopachrome is transformed to DHICA by DCT	Reaction
5662706_RLE	Dopachrome transforms to DHI	Reaction
159358_RLE	Dopamine can form an O-sulfate conjugate	Reaction
379401	Dopamine clearance from the synaptic cleft	Pathway
209891_RLE	Dopamine is oxidised to noradrenaline	Reaction
212676	Dopamine Neurotransmitter Release Cycle	Pathway
390651	Dopamine receptors	Pathway
380574_RLE	Dopamine synaptic vesicle docking and priming	Reaction
351596_RLE	Dopamine translocates to a secretory vesicle	BlackBoxEvent
5662669_RLE	Dopaquinone transforms to Leucodopachrome (Cyclodopa)	Reaction
5662908_RLE	Dopaquinone, cysteine form CD isomers	Reaction
5649799_RLE	DOT1L (KMT4) methylates dimethyl-lysine-80 of histone H3 (H3K79)	Reaction
5649801_RLE	DOT1L (KMT4) methylates lysine-80 of histone H3 (H3K79)	Reaction
5649764_RLE	DOT1L (KMT4) methylates methyl-lysine-80 of histone H3 (H3K79)	Reaction
437243_RLE	Doublecortin binds phosphorylated neurofascin	Reaction
163010_RLE	Down Regulation of Emi1 through Phosphorylation of Emi1	Reaction
1470011_RLE	Downregulation of c-Kit signaling by SOCS6	Reaction
1358803	Downregulation of ERBB2:ERBB3 signaling	Pathway
1253288	Downregulation of ERBB4 signaling	Pathway
2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	Pathway
2173788	Downregulation of TGF-beta receptor signaling	Pathway
186763	Downstream signal transduction	Pathway
1168372	Downstream signaling events of B Cell Receptor (BCR)	Pathway
5654687	Downstream signaling of activated FGFR1	Pathway
5654696	Downstream signaling of activated FGFR2	Pathway
5654708	Downstream signaling of activated FGFR3	Pathway
5654716	Downstream signaling of activated FGFR4	Pathway
202424	Downstream TCR signaling	Pathway
